timestamp_utc,event,path,size_bytes,host,pid,note
2026-08-29T06:14:32+00:00,delete,Y:/Subjects\MonkeyUltra_01\a220301_CSDflashNPX_g1\a220301_CSDflashNPX_g1_t2.nidq.cbin.partial-26564,13997002,DESKTOP-KH3D2OM,26564,renamed into place
2026-08-29T06:14:33+00:00,create,Y:/Subjects\MonkeyUltra_01\a220301_CSDflashNPX_g1\a220301_CSDflashNPX_g1_t2.nidq.cbin,13988658,DESKTOP-KH3D2OM,26564,
2026-08-29T06:14:33+00:00,create,Y:/Subjects\MonkeyUltra_01\a220301_CSDflashNPX_g1\a220301_CSDflashNPX_g1_t2.nidq.ch,8344,DESKTOP-KH3D2OM,26564,
2026-08-29T06:14:33+00:00,create,Y:/Subjects\AL_0041\2026-04-21\temp\p3_g0\p3_g0_imec0\p3_g0_t0.imec0.lf.cbin.partial-26564,0,DESKTOP-KH3D2OM,26564,temporary output
2026-08-29T06:14:35+00:00,delete,Y:/Subjects\test\2025-07-18\1\p0_g0\p0_g0_imec0\p0_g0_t0.imec0.lf.cbin.partial-6732,32690394,DESKTOP-KH3D2OM,6732,renamed into place
2026-08-29T06:14:35+00:00,create,Y:/Subjects\test\2025-07-18\1\p0_g0\p0_g0_imec0\p0_g0_t0.imec0.lf.cbin,32688564,DESKTOP-KH3D2OM,6732,
2026-08-29T06:14:35+00:00,create,Y:/Subjects\test\2025-07-18\1\p0_g0\p0_g0_imec0\p0_g0_t0.imec0.lf.ch,1830,DESKTOP-KH3D2OM,6732,
2026-08-29T06:14:35+00:00,create,Y:/Subjects\AL_0046\2026-04-06\3\p2_g0\p2_g0_imec0\p2_g0_t0.imec0.lf.cbin.partial-6732,0,DESKTOP-KH3D2OM,6732,temporary output
2026-08-29T06:14:42+00:00,delete,Y:/Subjects\AL_0041\2026-04-21\temp\p3_g0\p3_g0_imec0\p3_g0_t0.imec0.lf.cbin.partial-26564,26840587,DESKTOP-KH3D2OM,26564,renamed into place
2026-08-29T06:14:42+00:00,create,Y:/Subjects\AL_0041\2026-04-21\temp\p3_g0\p3_g0_imec0\p3_g0_t0.imec0.lf.cbin,26838706,DESKTOP-KH3D2OM,26564,
2026-08-29T06:14:42+00:00,create,Y:/Subjects\AL_0041\2026-04-21\temp\p3_g0\p3_g0_imec0\p3_g0_t0.imec0.lf.ch,1881,DESKTOP-KH3D2OM,26564,
2026-08-29T06:14:42+00:00,create,Y:/Subjects\AL_0046\2026-04-06\2\p1_g1\p1_g1_imec0\p1_g1_t0.imec0.ap.cbin.partial-26564,0,DESKTOP-KH3D2OM,26564,temporary output
2026-08-29T06:14:44+00:00,delete,Y:/Subjects\AL_0046\2026-04-06\3\p2_g0\p2_g0_imec0\p2_g0_t0.imec0.lf.cbin.partial-6732,25184757,DESKTOP-KH3D2OM,6732,renamed into place
2026-08-29T06:14:44+00:00,create,Y:/Subjects\AL_0046\2026-04-06\3\p2_g0\p2_g0_imec0\p2_g0_t0.imec0.lf.cbin,25182601,DESKTOP-KH3D2OM,6732,
2026-08-29T06:14:44+00:00,create,Y:/Subjects\AL_0046\2026-04-06\3\p2_g0\p2_g0_imec0\p2_g0_t0.imec0.lf.ch,2156,DESKTOP-KH3D2OM,6732,
2026-08-29T06:14:44+00:00,create,Y:/Subjects\AL_0046\2026-04-07\p5_g0\p5_g0_imec0\p5_g0_t0.imec0.lf.cbin.partial-6732,0,DESKTOP-KH3D2OM,6732,temporary output
2026-08-29T06:14:51+00:00,delete,Y:/Subjects\AL_0046\2026-04-07\p5_g0\p5_g0_imec0\p5_g0_t0.imec0.lf.cbin.partial-6732,48300438,DESKTOP-KH3D2OM,6732,renamed into place
2026-08-29T06:14:51+00:00,create,Y:/Subjects\AL_0046\2026-04-07\p5_g0\p5_g0_imec0\p5_g0_t0.imec0.lf.cbin,48298213,DESKTOP-KH3D2OM,6732,
2026-08-29T06:14:51+00:00,create,Y:/Subjects\AL_0046\2026-04-07\p5_g0\p5_g0_imec0\p5_g0_t0.imec0.lf.ch,2225,DESKTOP-KH3D2OM,6732,
2026-08-29T06:14:51+00:00,create,Y:/Subjects\AL_0039\2025-07-23\1\p0_g0\p0_g0_imec0\p0_g0_t0.imec0.lf.cbin.partial-6732,0,DESKTOP-KH3D2OM,6732,temporary output
2026-08-29T06:14:55+00:00,delete,Y:/Subjects\AL_0046\2026-04-06\2\p1_g1\p1_g1_imec0\p1_g1_t0.imec0.ap.cbin.partial-26564,30474650,DESKTOP-KH3D2OM,26564,renamed into place
2026-08-29T06:14:55+00:00,create,Y:/Subjects\AL_0046\2026-04-06\2\p1_g1\p1_g1_imec0\p1_g1_t0.imec0.ap.cbin,30474025,DESKTOP-KH3D2OM,26564,
2026-08-29T06:14:55+00:00,create,Y:/Subjects\AL_0046\2026-04-06\2\p1_g1\p1_g1_imec0\p1_g1_t0.imec0.ap.ch,625,DESKTOP-KH3D2OM,26564,
2026-08-29T06:14:55+00:00,create,Y:/Subjects\KM_037\2024-12-20\1\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.cbin.partial-26564,0,DESKTOP-KH3D2OM,26564,temporary output
2026-08-29T06:15:05+00:00,delete,Y:/Subjects\AL_0039\2025-07-23\1\p0_g0\p0_g0_imec0\p0_g0_t0.imec0.lf.cbin.partial-6732,56074930,DESKTOP-KH3D2OM,6732,renamed into place
2026-08-29T06:15:05+00:00,create,Y:/Subjects\AL_0039\2025-07-23\1\p0_g0\p0_g0_imec0\p0_g0_t0.imec0.lf.cbin,56072565,DESKTOP-KH3D2OM,6732,
2026-08-29T06:15:05+00:00,create,Y:/Subjects\AL_0039\2025-07-23\1\p0_g0\p0_g0_imec0\p0_g0_t0.imec0.lf.ch,2365,DESKTOP-KH3D2OM,6732,
2026-08-29T06:15:05+00:00,create,Y:/Subjects\KM_037\2024-12-20\4\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.cbin.partial-6732,0,DESKTOP-KH3D2OM,6732,temporary output
2026-08-29T06:15:10+00:00,delete,Y:/Subjects\KM_037\2024-12-20\1\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.cbin.partial-26564,50858391,DESKTOP-KH3D2OM,26564,renamed into place
2026-08-29T06:15:10+00:00,create,Y:/Subjects\KM_037\2024-12-20\1\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.cbin,50855556,DESKTOP-KH3D2OM,26564,
2026-08-29T06:15:10+00:00,create,Y:/Subjects\KM_037\2024-12-20\1\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.ch,2835,DESKTOP-KH3D2OM,26564,
2026-08-29T06:15:10+00:00,create,Y:/Subjects\AL_0033\2025-07-03\3\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.cbin.partial-26564,0,DESKTOP-KH3D2OM,26564,temporary output
2026-08-29T06:15:21+00:00,delete,Y:/Subjects\KM_037\2024-12-20\4\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.cbin.partial-6732,50858391,DESKTOP-KH3D2OM,6732,renamed into place
2026-08-29T06:15:21+00:00,create,Y:/Subjects\KM_037\2024-12-20\4\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.cbin,50855556,DESKTOP-KH3D2OM,6732,
2026-08-29T06:15:21+00:00,create,Y:/Subjects\KM_037\2024-12-20\4\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.ch,2835,DESKTOP-KH3D2OM,6732,
2026-08-29T06:15:21+00:00,create,Y:/Subjects\AL_0033\2025-08-08\1\p0_g0\p0_g0_imec0\p0_g0_t0.imec0.lf.cbin.partial-6732,0,DESKTOP-KH3D2OM,6732,temporary output
2026-08-29T06:15:30+00:00,delete,Y:/Subjects\AL_0033\2025-07-03\3\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.cbin.partial-26564,86366450,DESKTOP-KH3D2OM,26564,renamed into place
2026-08-29T06:15:30+00:00,create,Y:/Subjects\AL_0033\2025-07-03\3\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.cbin,86363049,DESKTOP-KH3D2OM,26564,
2026-08-29T06:15:30+00:00,create,Y:/Subjects\AL_0033\2025-07-03\3\p1_g0\p1_g0_imec0\p1_g0_t0.imec0.lf.ch,3401,DESKTOP-KH3D2OM,26564,
2026-08-29T06:15:30+00:00,create,Y:/Subjects\AL_0046\2026-04-07\p3_g0\p3_g0_imec0\p3_g0_t0.imec0.lf.cbin.partial-26564,0,DESKTOP-KH3D2OM,26564,temporary output
2026-08-29T06:15:37+00:00,delete,Y:/Subjects\AL_0033\2025-08-08\1\p0_g0\p0_g0_imec0\p0_g0_t0.imec0.lf.cbin.partial-6732,117409749,DESKTOP-KH3D2OM,6732,renamed into place
2026-08-29T06:15:37+00:00,create,Y:/Subjects\AL_0033\2025-08-08\1\p0_g0\p0_g0_imec0\p0_g0_t0.imec0.lf.cbin,117405879,DESKTOP-KH3D2OM,6732,
2026-08-29T06:15:37+00:00,create,Y:/Subjects\AL_0033\2025-08-08\1\p0_g0\p0_g0_imec0\p0_g0_t0.imec0.lf.ch,3870,DESKTOP-KH3D2OM,6732,
2026-08-29T06:15:37+00:00,create,Y:/Subjects\AB_0032\2024-08-21\1\p0_g0\p0_g0_t0.imec0.lf.cbin.partial-6732,0,DESKTOP-KH3D2OM,6732,temporary output
2026-08-29T06:15:52+00:00,delete,Y:/Subjects\AL_0046\2026-04-07\p3_g0\p3_g0_imec0\p3_g0_t0.imec0.lf.cbin.partial-26564,95247391,DESKTOP-KH3D2OM,26564,renamed into place
2026-08-29T06:15:52+00:00,create,Y:/Subjects\AL_0046\2026-04-07\p3_g0\p3_g0_imec0\p3_g0_t0.imec0.lf.cbin,95243208,DESKTOP-KH3D2OM,26564,
2026-08-29T06:15:52+00:00,create,Y:/Subjects\AL_0046\2026-04-07\p3_g0\p3_g0_imec0\p3_g0_t0.imec0.lf.ch,4183,DESKTOP-KH3D2OM,26564,
